name,values
R-HSA-3371571,0.15543106
R-HSA-1834941,0.0004354749
R-HSA-2691230,0.07783684
R-HSA-2555396,0.04312003
R-HSA-380615,-8.9738896e-05
R-HSA-888590,0.000467784
R-HSA-8863678,0.001408432
R-HSA-4420097,0.24218652
R-HSA-156590,0.01742343
R-HSA-1236975,0.0031416414
R-HSA-9694516,0.0
R-HSA-174143,0.11838642
R-HSA-532668,0.04510033
R-HSA-4839743,0.0044549876
R-HSA-2173789,0.011931076
R-HSA-1168372,0.016785078
R-HSA-201722,2.2551149e-05
R-HSA-69580,0.027846957
R-HSA-168176,0.020526739
R-HSA-8878171,1.7754394
R-HSA-111997,0.49962446
R-HSA-181431,0.022669312
R-HSA-447115,0.059282932
R-HSA-5654736,0.039729286
R-HSA-114452,0.17337358
R-HSA-166187,0.07954773
R-HSA-110381,-1.2570424e-06
R-HSA-209968,9.212391e-08
R-HSA-2644602,0.22157155
R-HSA-9723907,0.0
R-HSA-9664433,0.0
R-HSA-162909,0.019125147
R-HSA-9637679,0.0
R-HSA-168799,-0.004001554
R-HSA-9674415,0.0
R-HSA-611105,0.037146732
R-HSA-2142753,-0.029452672
R-HSA-1538133,0.09486788
R-HSA-69613,0.19654737
R-HSA-159234,0.89371663
R-HSA-2046104,0.0022837552
R-HSA-2682334,0.044727996
R-HSA-140179,0.0050925068
R-HSA-416476,0.018016187
R-HSA-512988,0.038289372
R-HSA-1222499,-0.00060072495
R-HSA-159854,-0.007127763
R-HSA-1483255,0.103675075
R-HSA-5637815,0.00011175431
R-HSA-3304349,0.00723422
R-HSA-9006115,0.0034882168
R-HSA-6802949,0.1729282
R-HSA-140534,0.00031623268
R-HSA-68877,0.5277797
R-HSA-5607764,0.09897115
R-HSA-9668250,0.0
R-HSA-70171,0.013359629
R-HSA-5675482,-9.972843e-05
R-HSA-168181,0.03734922
R-HSA-6807004,0.16163816
R-HSA-110373,3.2932054e-05
R-HSA-111471,0.12536953
R-HSA-9725370,0.0
R-HSA-8986944,0.0
R-HSA-448424,0.23634514
R-HSA-74259,-2.5962906e-06
R-HSA-5654741,0.038349595
R-HSA-1169410,0.26923826
R-HSA-9734207,0.0
R-HSA-9759785,0.0
R-HSA-168270,0.19490923
R-HSA-168164,0.0073885755
