name,values
R-HSA-3371571,0.026166547
R-HSA-1834941,0.0021880683
R-HSA-2691230,0.30424178
R-HSA-2555396,0.20001185
R-HSA-380615,0.0021056917
R-HSA-888590,2.2838745e-05
R-HSA-8863678,0.00051841605
R-HSA-4420097,1.2811629
R-HSA-156590,0.21986935
R-HSA-1236975,0.15542325
R-HSA-9694516,0.0
R-HSA-174143,0.17933653
R-HSA-532668,0.34426692
R-HSA-4839743,0.0003936607
R-HSA-2173789,0.022759588
R-HSA-1168372,0.32896984
R-HSA-201722,1.5582393e-05
R-HSA-69580,0.1269684
R-HSA-168176,0.037616156
R-HSA-8878171,1.3767861
R-HSA-111997,1.487892
R-HSA-181431,0.00096671836
R-HSA-447115,0.14649823
R-HSA-5654736,0.14396182
R-HSA-114452,0.33998832
R-HSA-166187,0.6187055
R-HSA-110381,-2.9663738e-07
R-HSA-209968,-2.5333902e-05
R-HSA-2644602,0.25394878
R-HSA-9723907,0.0
R-HSA-9664433,0.0
R-HSA-162909,0.018818783
R-HSA-9637679,0.0
R-HSA-168799,0.018246757
R-HSA-9674415,0.0
R-HSA-611105,0.02725704
R-HSA-2142753,0.09174128
R-HSA-1538133,0.11740888
R-HSA-69613,0.31954363
R-HSA-159234,0.34756058
R-HSA-2046104,0.0010211777
R-HSA-2682334,0.25262514
R-HSA-140179,0.1377598
R-HSA-416476,0.3106171
R-HSA-512988,0.057743404
R-HSA-1222499,0.0149995005
R-HSA-159854,-0.01892478
R-HSA-1483255,0.4425061
R-HSA-5637815,-5.2350442e-05
R-HSA-3304349,0.023230106
R-HSA-9006115,0.05981856
R-HSA-6802949,0.233829
R-HSA-140534,1.997292e-05
R-HSA-68877,1.3696287
R-HSA-5607764,0.1009235
R-HSA-9668250,0.0
R-HSA-70171,0.19201843
R-HSA-5675482,1.1113775e-05
R-HSA-168181,0.012506465
R-HSA-6807004,1.085157
R-HSA-110373,-1.1803524e-07
R-HSA-111471,0.08514447
R-HSA-9725370,0.0
R-HSA-8986944,0.0
R-HSA-448424,0.2701968
R-HSA-74259,6.434463e-07
R-HSA-5654741,0.04760303
R-HSA-1169410,0.38792714
R-HSA-9734207,0.0
R-HSA-9759785,0.0
R-HSA-168270,0.40042412
R-HSA-168164,0.13247134
R-HSA-442755,0.13876252
R-HSA-196807,-0.000100213074
R-HSA-3781860,0.0
R-HSA-2173793,0.07582905
R-HSA-2559586,0.0129476
R-HSA-9614085,0.0
R-HSA-8878159,0.035604812
R-HSA-195258,0.59621674
R-HSA-193697,0.9826126
R-HSA-4086400,0.5686164
R-HSA-909733,0.12380227
R-HSA-9678108,0.0
R-HSA-162587,0.00690423
R-HSA-373760,0.4490786
R-HSA-9664407,0.0
R-HSA-9669937,0.0
R-HSA-9700649,0.0
R-HSA-8875878,0.14608717
R-HSA-427652,0.32470214
R-HSA-9009391,0.0
R-HSA-69206,0.28758729
R-HSA-977443,0.004604418
R-HSA-418555,0.0
R-HSA-5654738,0.11498827
R-HSA-373755,0.434395
R-HSA-168138,0.054199416
R-HSA-373752,1.6337458
R-HSA-373076,3.124704
R-HSA-2428924,0.7636165
R-HSA-9018677,0.0059923744
R-HSA-9013507,0.87144923
R-HSA-1638074,0.025465708
R-HSA-74751,0.62834275
R-HSA-8864260,0.03610475
R-HSA-5655332,0.024995465
R-HSA-379401,0.035933558
R-HSA-451326,0.10929271
R-HSA-9605310,0.0
R-HSA-166663,-4.247316e-08
R-HSA-75105,-0.01780702
R-HSA-622312,0.07653253
R-HSA-5655302,0.16600037
R-HSA-3642278,0.43023294
R-HSA-3304347,0.0012357894
R-HSA-2660825,0.49652526
R-HSA-1461973,0.11255395
R-HSA-168142,0.12150972
R-HSA-9656249,0.0
R-HSA-5609975,0.0
R-HSA-397795,3.526206e-05
R-HSA-69236,0.0014091363
R-HSA-9702506,0.0
R-HSA-4839748,0.011953307
R-HSA-418990,0.002158235
R-HSA-73927,0.018506492
R-HSA-5205647,0.1851397
R-HSA-211897,-0.03887413
R-HSA-446193,0.77531606
