,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
R-HSA-444257,-0.03630898,0.043339036,0.026154751,0.0037843776,-0.00090917945,0.014277713,-0.011646619,-0.053435754,0.020551102,0.017763652,0.034920584,0.030851737,0.028388262,0.009470023,-0.026311092,-0.008652655,-0.0022367649,0.008971278,0.008875675,-0.039466754,-0.049943455,-0.04134379,-0.0013516378,-0.0072835125,-0.050946705,-0.040330194,0.025416926,0.031159747,-0.022094933,0.07208235,-0.012922037,-0.049401045,-0.03217677,-0.0352274,0.06848723,0.042250548,-0.0008896482,0.014801366,0.023942938,-0.015686497,0.0022063367,-0.029831626,0.012767891,0.039092086,0.016816132,-0.079071954,-0.018347882,0.015756411,-0.00059419265,0.02745409,0.059048407,-0.06818558,-0.009554998,-0.042592015,-0.029396461,0.021197084,0.014860768,0.077394955,0.020558503,0.042163238,0.0070352275,-0.0054532187,-0.003963843,0.0343207,-0.022200417,-0.008767385,0.0234576,-0.00040014926,0.034554806,-0.02071052,-0.029892564,0.004634492,0.03286414,-0.018503988,-0.014259986,0.0072853304,0.025862975,0.018496929,-0.034499455,-0.051510386,0.00038170256,0.07267021,0.022938272,-0.003073487,0.012704091,0.012407532,-0.0024223737,-0.019204665,0.021993812,0.056747347,0.026166417,-0.019339727,0.03555534,0.029427715,-0.022933885,0.00012453273,-0.026644122,0.06360791,-0.01961907,0.031186137,0.048861578,-0.08226359,0.008828402,-0.010301364,0.030068517,0.011250759,-0.016192116,0.034945212,0.034049533,-0.035148483,0.006515069,-0.061473895,0.054510377,-0.020106671,0.022190725,0.015197746,-0.005659936,-0.029275846,0.0035555176,0.016743628,0.039235763,-0.021817334,0.02515877,0.03211448,-0.0114888875,-0.006079765,0.037697293,-0.042465262
R-HSA-202433,0.21158381,0.06714722,-0.10010691,0.08723534,0.16103965,-0.20692776,0.1456546,-0.17732286,0.2104309,-0.115277216,-0.055923395,0.06484668,0.09330473,-0.18516329,0.007179361,0.29864296,-0.081011936,0.039543055,0.123618476,-0.3352485,0.15807983,-0.10872851,0.13568428,0.18262461,-0.0637019,-0.22841012,-0.2871085,-0.06743957,-0.10565727,0.0067471936,-0.044471473,0.10689738,0.018740026,-0.0028358046,-0.17337549,0.13822298,-0.05190678,0.08044269,0.18411571,0.2330408,-0.12119819,-0.03899256,-0.1505558,0.2500175,0.06596615,0.23932394,-0.12876004,0.01211529,0.27458844,0.18146658,-0.09344731,-0.10746181,-0.081644855,-0.08101416,-0.12972638,0.083700016,-0.18168592,0.09230612,-0.21257626,0.13042676,-0.14721723,0.022256665,0.09269129,-0.1538221,-0.08864917,-0.018338695,0.07247489,0.27621976,0.26844254,0.006923636,-0.026364625,-0.08453386,0.06328806,0.047991715,-0.03865178,-0.12214648,0.04342649,0.028897846,-0.0216036,-0.030866666,-0.19133638,-0.006061416,-0.23691067,-0.008067705,0.012206061,-0.16221967,-0.047225837,-0.063979246,-0.050237376,0.29353294,0.25630054,0.13325107,-0.14158046,0.12688914,0.12938556,0.18726245,0.2843473,0.10382622,0.17429343,-0.17270051,0.10911564,-0.075492464,-0.1254178,0.1110729,-0.037674643,-0.04169376,0.20113578,0.010544276,0.26414263,0.05860757,0.098141484,-0.15246047,0.18636519,-0.041268617,-0.28332177,0.20955676,-0.031270914,0.11369209,-0.042253025,0.108241096,-0.13339183,0.16695043,0.24001747,0.09075253,-0.011706129,0.284512,-0.10604544,-0.08626606
R-HSA-8941855,-0.039061,0.014465601,0.02752216,0.0063202935,0.033916138,0.0013850997,-0.026297918,-0.0062074745,0.019249408,0.009933997,-0.0017921566,0.035414685,0.05723082,-0.014098146,-0.020594455,0.017976815,-0.038142066,-0.013208612,-0.004021023,-0.038337097,-0.021074977,-0.031894222,-0.002091026,0.056535892,-0.04419606,-0.0369943,-0.011835974,0.055226676,0.016116291,0.061125036,-0.043452162,-0.0475369,-0.023577133,-0.0294437,0.027028712,0.029203767,0.010162765,0.009499576,0.036533818,0.039146807,0.04713137,-0.034235604,0.0022244952,0.038586438,0.0143505065,-0.020700324,0.042438265,-0.020751052,-0.007904834,0.026998458,0.012854655,-0.017470263,0.008438038,-0.011391157,-0.032354224,-0.005340639,0.03961607,0.032018006,-8.471683e-05,0.006600986,-0.0046141557,0.003681371,0.028132511,0.049027793,0.028786635,0.055974297,-0.01906478,0.008830248,0.04127142,0.011878094,-0.042062238,0.048576377,0.045345787,0.00391175,-0.012853234,-0.026703568,0.02529605,0.0024760757,-0.01620325,-0.053255696,-0.020078534,0.038165767,0.0004914054,0.0058856346,0.004565333,0.021014344,-0.050185543,-0.058927666,0.023856718,0.027946789,0.005349907,0.01918633,0.027716639,0.019772833,-0.027686194,0.0147863785,0.00636881,0.067180075,-0.010092422,-0.03374083,-0.037630983,-0.05990415,0.026488945,0.016798237,0.03639136,0.024310593,-0.044671718,0.03327148,0.04179909,-0.0023619682,-0.024880528,-0.048845354,0.03069637,-0.04282085,-0.017850898,0.04029201,-0.030625755,-0.007989772,0.026587319,0.016045984,-0.018385304,-0.014735374,0.012154188,0.023781093,-0.01828258,0.0144734755,0.0349273,-0.03441489
R-HSA-73928,0.07888241,0.027778901,-0.021781715,-0.32634354,-0.21663973,-0.41586414,-0.4112791,-0.36374065,0.21151946,-0.36140662,-0.034985624,0.0023860075,-0.42897695,-0.4613166,-0.16062303,-0.39854467,-0.113460466,0.12426988,-0.046399657,0.072827175,-0.2792413,0.06498751,-0.13602872,0.44147116,0.2853823,0.057714097,-0.28289503,-0.16572127,0.32111868,-0.1902849,0.08432264,0.28318527,0.27340984,-0.16981386,0.01759176,-0.10431312,-0.35092157,0.26390862,-0.13523515,-0.16456172,0.025298398,0.30332133,-0.1367054,-0.39107087,-0.17131995,-0.25835627,-0.30283657,-0.08011172,0.11621821,-0.27238533,0.20080158,0.51355964,-0.02740168,-0.052732978,0.29547858,-0.12756948,-0.18418643,0.22938257,-0.10523765,-0.55160344,0.13735592,0.089016646,-0.06733915,-0.2570515,-0.04718928,-0.22955477,0.1697694,0.35270813,-0.10300343,0.023113571,-0.11953243,-0.13437244,-0.33913115,-0.17686057,0.09588671,-0.26234668,-0.09784058,0.16104633,0.4897952,0.27316433,0.08282089,-0.18744934,0.14192185,-0.50370276,-0.118111074,0.42366666,-0.2759263,0.1215135,0.16694497,-0.30938113,-0.44311303,-0.27306652,-0.37457094,0.3072821,0.43870783,0.020197313,-0.19680718,-0.25331822,0.20559882,-0.44805706,-0.092397116,0.17270227,0.46090272,-0.40453902,0.2478906,0.004208276,-0.012756154,-0.35280916,-0.3381952,0.3780412,0.27908897,-0.3534735,0.1128174,0.40128607,-0.15167488,0.019976862,0.12843911,-0.19595303,-0.45835316,-0.44578996,-0.27633995,-0.3284722,0.17420793,0.29015815,0.09365678,-0.16721381,-0.15618125,0.7455043
R-HSA-983231,-0.043225907,0.08028145,-0.018323706,-0.14708471,-0.032591473,-0.33912238,0.16438778,0.05841124,-0.21334657,0.093518555,0.024729796,-0.127298,0.07002817,0.087035865,-0.28332344,0.02581812,-0.35515267,0.03779296,0.13114333,-0.09103961,0.22347754,-0.27584857,0.3561973,0.11376135,0.41669267,0.38645074,-0.2000766,0.2239382,0.0402788,-0.37147623,-0.3233737,0.04079315,-0.09565111,-0.31657502,-0.00020184368,-0.09310241,-0.032341063,-0.21284874,-0.064790584,0.24747574,0.34487617,0.43152082,0.17549275,-0.23559013,0.022906596,-0.17571533,0.13729364,-0.2534158,0.24030966,-0.37921792,-0.18183973,-0.067507334,0.35564816,-0.15944654,-0.2719824,0.098511964,-0.17429984,0.025827225,-0.35998568,0.3263704,-0.02373813,0.044413526,0.023210637,-0.42831957,-0.13084131,0.17193806,-0.12391186,-0.54012316,-0.4854882,-0.2431442,-0.2514661,0.11349688,0.071985975,0.3598559,-0.13997892,0.07778032,-0.00123531,0.0575109,-0.37352628,-0.021249851,-0.061041575,0.19445904,-0.45880038,0.44142255,0.19591366,0.0811193,0.20309068,-0.120435804,0.10573098,-0.16666263,-0.31013095,-0.0353555,-0.13767822,-0.17764415,0.2809,-0.14957072,-0.25359318,0.037580103,0.3331711,0.48272133,-0.42000893,0.21829714,0.16475359,0.18228512,0.27793398,0.053371932,0.0059316494,0.168446,0.08656287,0.06563825,-0.534644,-0.25742078,0.07706981,0.27797505,0.057285726,-0.022873603,-0.0015538316,0.22355664,-0.4203995,0.22710778,0.37044752,-0.38078907,0.3394429,-0.3639103,0.20517726,0.12386204,-0.36427128,-0.099934235
R-HSA-5205685,-0.013676865,0.19079344,-0.025218299,-0.120813385,-0.12670918,0.19489768,-0.052187383,-0.1885398,-0.1006033,0.20066105,0.1531593,-0.066870615,0.08784253,-0.08646941,-0.21131854,0.2324548,-0.010876806,-0.25721043,-0.14474906,-0.30189863,0.015529592,0.08588899,0.00938811,-0.011944357,-0.22872974,-0.015535967,0.05924015,0.3325605,0.13320953,0.040720344,-0.09091509,0.07358177,0.03917581,0.109028906,0.052037355,0.02435661,0.18005447,-0.062602125,0.09679888,0.28088802,-0.059131414,-0.13497987,0.1939833,0.1483815,0.31193104,0.17957178,0.13439086,0.11149454,-0.14789529,-0.019595675,-0.0020080544,0.21371701,0.013587415,-0.04659628,-0.21758741,0.07633232,0.009837199,0.0010910854,-0.21170567,-0.27730098,-0.1983475,0.24296118,0.08931346,0.21618077,-0.078649715,-0.030208468,0.016677698,0.07347639,0.26616058,0.14961241,-0.2622766,-0.07314326,0.06350346,0.16379364,0.22844991,-0.07043779,0.1097405,0.00046176394,0.0070469677,-0.25379086,-0.12232065,-0.016197003,-0.07740307,-0.0322793,0.07584323,-0.183292,-0.17802261,-0.18430129,0.28228956,0.26843378,0.2985393,0.006559288,-0.12396625,0.26176068,-0.22190297,-0.08381075,0.1806916,-0.046407994,-0.09163086,-0.28804463,-0.03216386,-0.080042064,0.25813428,-0.03200948,0.07453379,0.007361766,-0.18060257,0.024775311,0.0029176027,0.2549981,-0.30894807,0.05985288,-0.056570083,-0.06385648,-0.1343846,0.123760164,-0.19023456,-0.03893898,-0.14262074,0.24864653,-0.2696295,-0.13383533,0.28840846,-0.07435047,-0.2863318,0.07152808,0.15734738,0.064401835
R-HSA-168325,0.14990923,0.03775841,-0.07153896,0.32921055,0.102647334,-0.08058065,-0.054858737,0.3080572,-0.022918105,0.38036913,0.19373296,0.015088456,-0.15761662,0.051489342,0.013137605,-0.17581607,-0.27368546,0.041943423,0.11989266,-0.102633856,0.05092153,-0.27153158,0.10690268,0.042424988,-0.00042393059,0.22073573,0.15013942,-0.24593562,-0.024989316,-0.03645646,0.08520549,0.19719246,0.35392928,-0.19053756,0.32048696,-0.034082267,0.36037832,-0.0567565,0.11049304,0.10198614,-0.027869388,0.16519359,-0.038019825,0.32416308,-0.012742754,0.22742188,-0.030667938,-0.071755305,0.18962735,-0.012052435,0.005362631,0.23293324,-0.22731465,0.04519557,0.12632757,-0.06520865,0.06059099,-0.040916692,0.1703792,0.09467738,0.11290761,-0.075369224,0.2757337,-0.32786062,0.28314552,0.10980147,0.11976015,-0.1058821,0.18073611,0.2510079,0.08099793,-0.14215171,0.07602266,0.0013710891,0.05527274,-0.17423546,-0.069432326,-0.04996685,0.17660137,0.2640664,0.36139673,0.10079709,-0.29422668,0.30179065,0.04929664,0.22380826,-0.27799746,0.08000529,-0.10152583,0.026826013,-0.38952214,0.0627271,0.2070179,0.064182565,0.0820768,-0.005120106,-0.08316885,0.09491344,-0.17795779,-0.23511407,0.18911836,0.2219951,-0.14829768,-0.08874941,-0.07241176,0.19034007,0.17531624,0.12739897,0.07593237,-0.039850578,0.06840794,0.13277873,0.13381857,0.12670526,0.022444682,-0.026413798,-0.007020768,0.25700969,-0.11269306,0.026258245,0.1715805,-0.03165712,-0.25943464,-0.067343764,-0.11223257,-0.010184854,0.03138595,-0.18455662
R-HSA-450385,0.054267455,-0.08969873,-0.24114838,0.3379015,-0.19937655,-0.01804701,0.20830056,0.104201086,0.05213735,-0.32919872,0.2093926,0.31825823,0.12793288,0.029128488,-0.21178256,-0.17325312,-0.12479001,-0.3063902,0.024491701,0.06270702,0.083466165,0.16377926,0.12387225,-0.068465054,0.15531407,-0.23934975,-0.026012132,0.26660493,0.14921726,-0.01876907,-0.22470757,-0.0015473887,0.11347368,-0.085868225,-0.011111356,0.1563691,0.15536256,0.11510421,-0.11225209,0.21035293,0.23795076,-0.05083482,0.07771806,0.10128146,-0.29488322,0.19670975,0.057905726,-0.1503571,0.37129596,0.16399002,0.07205325,-0.033234205,-0.23001142,0.14202629,-0.44107008,0.08688917,0.22416335,0.08347413,0.018004892,-0.023273844,-0.1586543,0.0092113875,-0.2690797,0.25220415,0.23310019,0.04850658,0.20141053,-0.24812216,-0.021435857,-0.24682869,0.13101257,0.06538345,-0.021608118,0.24481365,-0.16439244,0.077669926,-0.13138188,-0.0037013902,-0.20393153,-0.35579348,-0.030317549,0.020624736,-0.12226708,-0.28057536,0.092159785,-0.029468078,-0.047167737,-0.0898315,-0.07864262,0.208053,0.2693041,0.24114813,-0.22207518,0.085669264,0.02899076,0.050342657,0.15684831,0.02552294,-0.37388435,-0.0018232688,0.029161684,-0.15973228,-0.015146781,0.0077621317,-0.19767535,-0.2299499,-0.31084007,-0.20290688,0.08176978,0.3645758,0.10551921,0.031001706,0.1928997,0.3484877,-0.1344031,-0.13676673,-0.18242554,-0.22703555,-0.09926117,0.18998712,0.035061087,0.06523185,-0.07526873,-0.0175468,0.07910626,-0.15471107,0.09563241,0.12096803
R-HSA-190373,0.13950202,0.373026,0.052952766,0.20114559,0.34144425,0.16676295,0.18833573,-0.11612157,-0.13242339,0.32026875,-0.19030172,0.16914633,-0.38164204,0.0025283713,0.04894792,-0.07188648,-0.19573726,-0.16766305,-0.061383173,0.23046026,0.18686442,-0.19701277,-0.078103684,-0.13925631,-0.07196829,-0.11963171,-0.19508134,0.08866769,-0.03640023,0.02025732,-0.17062461,0.27197006,-0.09805278,0.02478961,-0.274663,0.16957954,0.12131403,0.06478518,0.029929675,-0.3370811,-0.030164436,0.115405925,-0.25482935,-0.061455756,-0.06685801,-0.13353072,-0.3164889,0.07917674,0.21920319,0.008987959,0.050089642,0.22992517,0.06546118,-0.15467937,-0.18023053,-0.15408352,-0.19146046,0.18971623,0.12588954,0.19971074,-0.2648242,0.4107193,-0.2660969,-0.10534834,-0.24141303,-0.30322015,-0.28852245,0.079593524,-0.39675447,-0.07088413,-0.273022,0.026803743,0.09645131,0.2706874,0.25297388,-0.09868215,0.00014095008,0.28961796,0.036970295,0.21102908,-0.008886589,0.3466447,0.14023861,-0.33332828,0.3129159,-0.05908963,0.25499126,0.42837924,-0.007559307,-0.08357239,-0.3165534,0.27311662,-0.06816262,-0.37096593,0.06915161,0.10384211,-0.17350648,-0.33440906,-0.12846424,0.16588067,-0.33930877,0.012617722,-0.13711776,0.13103667,0.10643845,-0.23200412,-0.25196558,0.24243152,0.11511815,0.081126995,0.063819,0.25378603,-0.09815293,-0.06408032,-0.011615409,0.070356004,-0.008712728,-0.31028816,0.18895246,0.07046473,-0.3819654,-0.060040753,-0.06521643,-0.029704938,-0.07943201,-0.025119804,-0.040775545,0.16563746
R-HSA-428643,-0.14851259,-0.012656614,0.0992118,0.058587138,0.1293044,0.06685236,-0.0141644515,0.052051708,-0.051736604,0.07175587,0.067817986,-0.083538964,0.11620477,-0.017441485,-0.03373625,-0.23184757,-0.03016073,0.08496117,-0.28169957,-0.0868992,-0.041242972,0.20040274,0.12673426,0.12369704,-0.09677113,-0.018290192,-0.13584176,-0.15480793,0.06847433,0.2246726,0.08616199,-0.26420516,0.011960095,0.0047488865,-0.09784632,0.12283927,0.020413958,0.044177856,-0.124272674,0.19883475,0.002480805,-0.23785543,-0.02513677,-0.04774765,0.18851106,-0.015930768,-0.04614543,0.045128092,0.29798764,-0.15387419,-0.12061352,0.02736512,0.15918076,-0.08368346,0.105732255,0.00234274,-0.15179712,-0.1549177,0.059457183,0.1181813,0.012289018,0.22394256,-0.094671935,-0.035843886,0.1182788,-0.16811329,-0.05684214,0.09607518,-0.065969005,0.06126916,0.11120492,-0.06341829,-0.15968882,0.019399669,0.17744815,-0.2789497,-0.039969213,-0.30222073,-0.033545263,0.11315714,-0.23979722,0.017389499,0.024843598,-0.015438445,-0.17840289,-0.045511387,0.10634823,-0.043218967,-0.029850692,-0.031720787,-0.18733338,-0.007040167,0.051906236,-0.07077913,0.041546635,0.024877805,-0.25661045,0.14648952,0.20166497,-0.120083615,0.07976413,-0.018056564,0.12929259,-0.02003267,-0.004017284,-0.1616863,-0.14187652,-0.17038295,-0.079454824,0.06446821,-0.112819724,-0.08659096,0.097866885,-0.104752794,0.12219832,0.16420817,0.16994326,0.08636111,0.037450984,-0.11143308,0.19124039,0.116979994,0.03782292,-0.13196124,-0.08804207,-0.022863492,-0.11648914,-0.07921791
R-HSA-204626,0.024368089,-0.123815924,0.011516978,0.06023579,-0.16990472,-0.008944819,-0.026847947,0.08192888,0.087696165,-0.084593676,-0.026021244,0.060830414,0.07846488,-0.025135994,0.005700212,0.10922068,0.055079307,-0.024444114,0.09749641,-0.08507501,0.09456512,-0.012051288,0.034821097,-0.06439851,0.008479897,0.049858823,-0.12756968,0.07607761,0.092606366,-0.03427753,-0.0009952672,0.004734166,0.06615358,0.054949395,0.106184326,-0.09276684,-0.0024606902,0.13190556,0.07076406,-0.013802435,-0.10317439,-0.034645107,-0.037323106,0.0671655,0.020580087,-0.023934318,0.14982693,-0.09422779,-0.036998317,-0.026241574,-0.055708915,-0.017645719,0.14518523,-0.012573939,-0.104268916,-0.061183263,0.048365742,0.0017202012,0.14860512,-0.24219227,-0.047962256,-0.004796571,-0.0049352273,0.13619691,-0.13493703,0.025448354,0.050047085,-0.17215565,-0.05871824,-0.010063413,0.008552652,-0.03907921,-0.12870578,-0.16183835,-0.07612004,-0.017596439,-0.10655454,-0.018912872,-0.063278496,0.017156746,-0.018140882,-0.06679384,0.13001058,-0.081223145,0.009702111,0.13051453,-0.14438948,0.065441854,-0.07263875,-0.057431206,-0.0544528,0.045013554,0.04971225,-0.07255182,0.0075802505,0.10735934,0.07229279,-0.06877175,-0.13700338,0.065742925,-0.12102848,-0.049955886,-0.19531058,0.09662834,-0.1816337,-0.13146885,-0.06976023,-0.11475714,-0.047677822,0.006965125,0.08382594,-0.0025340803,0.11263464,-0.008576665,0.013808934,0.07884379,0.0016891491,-0.024218254,0.045436665,-0.076098144,-0.076682255,-0.03254629,-0.06367199,0.075696945,-0.010048157,0.06433493,-0.046861514,-0.05487551
R-HSA-2033514,0.11986001,0.24387132,0.10216104,0.23405823,0.310895,0.16563918,0.2720537,-0.09848645,-0.07352175,0.32505625,-0.20751207,0.0032763854,-0.21731548,0.15572803,0.11417118,0.08286838,-0.06332765,-0.010092648,-0.14792056,0.13811903,0.1580558,-0.2443018,-0.17512982,-0.1158185,0.005142782,-0.19057566,-0.05401571,0.023314446,-0.019304013,-0.058744907,-0.13948399,0.21354115,0.019798731,0.18249397,-0.2554533,0.031088565,0.070651434,-0.06704369,0.01581236,-0.35156623,0.008155726,0.08867123,-0.1997419,-0.08724522,0.0021237433,-0.013644973,-0.32417578,0.005735697,0.17147268,-0.021664627,0.005774904,0.21139711,0.1582436,-0.097787105,-0.18621746,-0.01303703,-0.20125973,0.18009584,0.17901273,0.17642754,-0.087573715,0.3785491,-0.26345778,-0.093066834,-0.12259592,-0.32176086,-0.26870164,0.03143768,-0.30101752,-0.029796313,-0.22139397,0.122142546,0.028053183,0.11673746,0.2478422,-0.16999419,-0.046577677,0.31512403,0.011309555,0.11325386,-0.0121975355,0.27211022,0.09956886,-0.16892955,0.23456928,0.0042271055,0.25869042,0.3177207,-0.13053606,0.033586334,-0.33547413,0.15262401,-0.04205273,-0.35575747,-0.002193939,0.03523857,-0.16757423,-0.268446,-0.11133265,0.046710636,-0.23928261,0.0036450177,-0.1698818,0.13362777,-0.024966685,-0.2697274,-0.2180812,0.20652935,-0.02360285,-0.0189336,0.016077416,0.26794016,0.0024575964,-0.025769787,-0.093149506,0.02958295,-0.019085495,-0.25477684,0.06726304,0.057833903,-0.13203636,0.110083915,-0.043952607,-0.07839643,0.065491594,0.076970756,-0.02798158,0.078539565
R-HSA-112382,-0.035077464,0.019218251,0.025422154,-0.0001300532,0.035494532,0.007460036,-0.03509816,-0.0094934935,0.022966523,0.01827316,-0.002227633,0.035649683,0.06191562,-0.022315431,-0.0292322,0.021454263,-0.04147393,-0.013176506,-0.0019398386,-0.0422371,-0.015408976,-0.036466837,-0.0057247276,0.05854458,-0.047114253,-0.03943298,-0.012008776,0.052145306,0.01750149,0.066555575,-0.039393418,-0.051381387,-0.020149307,-0.025921715,0.038543053,0.02877019,0.006591269,0.012492833,0.042645857,0.036408667,0.05446826,-0.042043604,-4.859461e-05,0.038489036,0.025565278,-0.021732338,0.04252311,-0.015513806,-0.0033853,0.021228913,0.017264836,-0.015931306,0.005973736,-0.011707489,-0.03268478,-0.00060567434,0.03212195,0.04128192,0.0029820695,-0.0045219916,-0.0051493524,0.0037849413,0.033332244,0.044554748,0.026426733,0.052804537,-0.021640202,0.012042403,0.041600496,0.013813238,-0.042041063,0.04585617,0.046057325,0.0009468243,-0.012365523,-0.023607612,0.02797331,-0.0027389354,-0.022849256,-0.05161154,-0.026931424,0.045034394,0.006193191,-0.004352618,0.005180701,0.020121105,-0.048775267,-0.05866985,0.024271514,0.031325825,0.004612025,0.018929375,0.027314456,0.020042006,-0.034478776,0.020281432,0.008757769,0.062237468,-0.0049759946,-0.030297805,-0.0337409,-0.052554384,0.02493449,0.013912707,0.029079514,0.034023236,-0.043721694,0.036106966,0.039391264,0.0016515366,-0.02741315,-0.04923534,0.03549134,-0.042789046,-0.021295657,0.046561398,-0.030786077,-0.008688808,0.023159876,0.01910911,-0.020765986,-0.015249993,0.020304397,0.022586456,-0.019860147,0.011957828,0.03325078,-0.037956033
R-HSA-8978934,-0.050218493,0.15322441,-0.22441772,-0.22533795,0.010934705,-0.37049028,0.47742876,-0.062048305,0.14742565,0.15949781,-0.085978195,0.053979035,-0.6502189,-0.6274199,0.13623868,0.3119203,0.016693156,0.088731,-0.011964958,0.4325258,0.18015862,0.270084,0.20004298,-0.07043105,-0.12535247,-0.016827377,-0.03285987,-0.14654376,-0.30577007,0.13441682,0.019816667,0.29771975,-0.047472946,0.13139611,-0.09479851,0.31566155,0.25384706,0.32238987,-0.40676945,-0.3410793,0.3925537,-0.0011895336,-0.16365089,-0.30934435,0.049782164,-0.39225578,-0.04947734,0.5798196,-0.26559746,-0.22494012,-0.24865448,-0.4130767,-0.21058609,-0.07889511,0.35508645,0.1985426,0.010930624,-0.19385907,-0.17014317,0.07418235,0.18660931,0.06726304,-0.40216565,-0.11985973,-0.1671842,0.09828159,-0.17616351,-0.42496687,0.030898627,-0.06158531,0.12104195,-0.32413983,-0.18808301,0.0044492953,0.31067273,-0.06340902,0.48911715,0.3459698,-0.23356827,-0.3900139,0.0078867115,-0.42408967,0.025131231,-0.012484569,-0.13357876,-0.52272785,-0.009507559,0.25526166,-0.11837272,0.09242219,-0.10899715,0.1176433,-0.2050204,-0.08366248,0.22194818,-0.37725687,-0.12856264,-0.4169312,0.11504354,0.4213291,0.1887865,0.08101085,0.14907023,-0.002038761,0.16521135,-0.06858018,0.20669685,0.022887263,-0.54829305,0.037150912,0.048830323,0.043767866,0.2538536,0.43661487,0.50514644,-0.4381998,0.39936122,-0.37887406,-0.19964811,-0.20541613,0.13180771,0.52531934,-0.04371074,0.06829355,0.025413247,-0.18577966,-0.021066919,-0.11855902
R-HSA-392451,-0.025494117,0.025555301,0.026730204,-0.010660579,0.038158957,-0.0015550996,-0.025899667,-0.018883351,0.023308296,0.023224227,0.0047425497,0.02712984,0.055238873,-0.038645968,-0.023144802,0.017187005,-0.03988658,-0.02256487,0.0068531195,-0.03753884,-0.00728824,-0.026005305,-0.011614423,0.0571342,-0.04838253,-0.035836488,-0.0056388984,0.049430665,0.006100973,0.056668676,-0.039081138,-0.056729447,-0.024493564,-0.019253798,0.03149858,0.031431437,0.012670135,0.012563908,0.040737845,0.03421049,0.05640572,-0.045865312,-7.759698e-05,0.03386283,0.011901687,-0.030756045,0.031728566,-0.0111615695,-0.013053229,0.010330555,0.008834987,-0.02485774,-0.0066324724,-0.0065456275,-0.028923938,0.012614991,0.02821655,0.04802571,-0.0060166093,-0.010821296,-0.018530149,0.0066333646,0.020294547,0.04403528,0.0344689,0.04824196,-0.01725958,0.006105283,0.045628745,0.023948113,-0.033064168,0.049029354,0.04958171,-0.0039819703,-0.012209046,-0.018410726,0.035741318,0.00292296,-0.026332349,-0.05630223,-0.029632855,0.043013085,-0.00037842523,-0.013876182,0.0010813852,0.023414744,-0.04310412,-0.05046981,0.022362191,0.034363,-0.00031733187,0.025765274,0.021229247,0.01838967,-0.03415132,0.013315959,-0.0008303635,0.044863936,-0.005455623,-0.023437675,-0.02062729,-0.054512765,0.016411956,0.010331481,0.02739963,0.031981245,-0.043333396,0.047120504,0.028554067,-0.0028619436,-0.019529212,-0.036498494,0.033620097,-0.035600834,-0.014775896,0.037176616,-0.032584578,-0.009808738,0.026395084,0.022456648,-0.013521779,-0.016180256,0.010379641,0.02142325,-0.0063236477,0.016573355,0.027597167,-0.045253016
R-HSA-3232118,0.046009522,-0.015019085,0.06839655,-0.014990967,0.06715019,-0.06994297,-0.057668,0.04754586,0.004776651,0.12224752,0.08555154,0.02329805,0.015345097,0.00029719248,0.06593381,0.06650185,-0.020049484,-0.014441598,0.00017258397,-0.116696805,-0.061050937,-0.111347735,0.04941556,0.0023493841,-0.00032657012,-0.081853405,0.058898438,0.035849117,-0.022818679,0.019097544,-0.025866745,0.0401152,0.043115713,0.02668167,0.03472871,0.013295889,0.005153911,0.06651913,0.05468257,0.07102227,0.07790444,0.04053942,0.079811655,0.006315641,0.0721468,0.050849326,0.0031945854,-0.037322327,0.0016501115,-0.035610806,0.05816993,0.08833975,-0.06480139,0.0434355,0.07951203,-0.0442668,-0.07066812,0.041394334,0.052405845,0.027768739,0.017422099,0.012462753,0.031690218,-0.03715627,0.07275905,0.0935115,-0.008511141,0.0014515659,0.013231058,0.05335439,-0.07463517,0.061765462,0.0860074,-0.03504563,0.021861263,-0.049455713,0.024000723,0.06647064,-0.04642865,-0.0052160434,0.036850046,0.0019384399,-0.01622735,-0.05135758,0.03198385,0.07575755,-0.074652076,-0.15639114,-0.0013131239,0.07908663,0.021603627,-0.018464642,0.06419373,-0.036120534,-0.05314425,-0.011951966,0.06031603,0.08455701,0.003751744,-0.058422476,0.07212675,-0.03883425,0.0077634547,-0.02672359,0.01378483,-0.008361444,0.028043691,-0.08787837,-0.04262588,-0.08495239,0.06033545,0.018439587,0.04441832,0.020203348,0.007949958,0.008306205,-0.021367867,0.051960535,0.018073848,0.00925521,0.043666232,0.07411252,-0.024376038,-0.008681467,-0.08178917,-0.03481979,0.07580908,-0.011960033
